Cuisine,Dish Name,Ingredients,Procedure
Kazakh,Kazakh Specialty,"Kazakh spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Kazakh spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Cambodian,Cambodian Specialty,"Cambodian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Cambodian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Latvian,Latvian Specialty,"Latvian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Latvian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Italian,Italian Specialty,"Italian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Italian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Polish,Pierogi,"flour, potatoes, cheese, onions, butter, salt, pepper","Prepare dough and roll out. Fill with mashed potatoes mixed with cheese and sautéed onions, then boil and lightly fry in butter."
Hawaiian,Hawaiian Specialty,"Hawaiian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Hawaiian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
French,Coq au Vin,"chicken, red wine, mushrooms, bacon, pearl onions, garlic, thyme, bay leaves, salt, pepper, oil","Marinate chicken in red wine and herbs. Brown bacon and chicken, add garlic and onions, then simmer with wine, mushrooms, and herbs until tender."
Turkish,Kebap,"lamb, onions, garlic, yogurt, cumin, paprika, salt, pepper, olive oil, lemon juice","Marinate lamb in yogurt, spices, and lemon juice. Skewer and grill until tender, then serve with rice or flatbread."
Azerbaijani,Azerbaijani Specialty,"Azerbaijani spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Azerbaijani spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
British,British Specialty,"British spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in British spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Saudi Arabian,Kabsa,"chicken, rice, tomatoes, onions, garlic, spices, raisins, almonds, salt, pepper, oil","Cook chicken with spices and tomatoes, layer rice over the chicken with raisins and almonds, then simmer until the rice is cooked."
Russian,Borscht,"beets, cabbage, carrots, potatoes, tomatoes, onions, garlic, dill, vinegar, salt, pepper",Boil vegetables in beef or vegetable broth with vinegar and seasonings until tender. Garnish with dill and serve hot or cold.
Ukrainian,Borscht,"beets, cabbage, potatoes, carrots, tomatoes, onions, garlic, dill, vinegar, salt, pepper","Boil vegetables in a savory broth, add vinegar and dill, then simmer until tender. Serve hot with a dollop of sour cream."
Belgian,Moules-Frites,"mussels, potatoes, white wine, garlic, shallots, parsley, butter, salt, pepper",Steam mussels in white wine with garlic and shallots. Serve with crispy fries tossed in parsley and butter.
South African,Bobotie,"ground beef, onions, bread, milk, eggs, curry powder, dried fruit, bay leaves, salt, pepper","Sauté onions with ground beef and spices. Soak bread in milk and eggs, layer with meat mixture, top with bay leaves, and bake until set."
Bulgarian,Bulgarian Specialty,"Bulgarian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Bulgarian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Georgian,Georgian Specialty,"Georgian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Georgian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Russian,Borscht,"beets, cabbage, carrots, potatoes, tomatoes, onions, garlic, dill, vinegar, salt, pepper",Boil vegetables in beef or vegetable broth with vinegar and seasonings until tender. Garnish with dill and serve hot or cold.
Dominican,Dominican Specialty,"Dominican spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Dominican spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Uzbek,Uzbek Specialty,"Uzbek spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Uzbek spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Azerbaijani,Azerbaijani Specialty,"Azerbaijani spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Azerbaijani spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Spanish,Tortilla Española,"potatoes, eggs, onions, olive oil, salt, pepper","Thinly slice potatoes and onions, fry in olive oil until soft. Mix with beaten eggs, then cook slowly until set."
Dutch,Dutch Specialty,"Dutch spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Dutch spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Azerbaijani,Azerbaijani Specialty,"Azerbaijani spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Azerbaijani spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Turkmen,Turkmen Specialty,"Turkmen spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Turkmen spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Hungarian,Goulash,"beef, onions, paprika, tomatoes, potatoes, garlic, caraway seeds, salt, pepper, oil","Brown beef with onions and garlic, add paprika and tomatoes, then simmer with potatoes until tender."
Lithuanian,Lithuanian Specialty,"Lithuanian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Lithuanian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Mongolian,Mongolian Specialty,"Mongolian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Mongolian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Vietnamese,Pho,"beef broth, rice noodles, thinly sliced beef, star anise, cinnamon, cloves, ginger, onions, fish sauce, bean sprouts, basil, lime","Simmer beef broth with spices and aromatics for several hours. Place rice noodles and beef in a bowl, pour over hot broth, and garnish with herbs and lime."
Uruguayan,Uruguayan Specialty,"Uruguayan spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Uruguayan spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Kazakh,Kazakh Specialty,"Kazakh spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Kazakh spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Saudi Arabian,Kabsa,"chicken, rice, tomatoes, onions, garlic, spices, raisins, almonds, salt, pepper, oil","Cook chicken with spices and tomatoes, layer rice over the chicken with raisins and almonds, then simmer until the rice is cooked."
Brazilian,Feijoada,"black beans, pork, beef, sausage, onions, garlic, bay leaves, orange, salt, pepper","Soak black beans overnight. Cook with assorted meats, onions, garlic, and spices until thick and flavorful. Garnish with orange slices."
Dutch,Dutch Specialty,"Dutch spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Dutch spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Tajik,Tajik Specialty,"Tajik spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Tajik spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Bulgarian,Bulgarian Specialty,"Bulgarian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Bulgarian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Ukrainian,Borscht,"beets, cabbage, potatoes, carrots, tomatoes, onions, garlic, dill, vinegar, salt, pepper","Boil vegetables in a savory broth, add vinegar and dill, then simmer until tender. Serve hot with a dollop of sour cream."
Swiss,Fondue,"Gruyère cheese, Emmental cheese, white wine, garlic, cornstarch, kirsch, bread, salt, pepper","Melt cheeses with white wine and garlic, then stir in cornstarch mixed with kirsch. Serve with cubes of bread for dipping."
Jamaican,Curried Goat,"goat meat, curry powder, garlic, onions, thyme, potatoes, carrots, ginger, salt, pepper, oil","Marinate goat meat in curry powder and spices. Brown the meat, add vegetables, and simmer until tender."
Uruguayan,Uruguayan Specialty,"Uruguayan spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Uruguayan spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Hungarian,Hungarian Specialty,"Hungarian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Hungarian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Burmese,Burmese Specialty,"Burmese spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Burmese spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Chinese,Kung Pao Chicken,"chicken, peanuts, dried chili peppers, Sichuan peppercorns, soy sauce, vinegar, sugar, garlic, ginger, scallions, cornstarch, oil","Marinate chicken with soy sauce and cornstarch. Stir-fry garlic, ginger, and chili peppers, add chicken and a sauce of vinegar and sugar, then toss in peanuts until thickened."
Spanish,Tortilla Española,"potatoes, eggs, onions, olive oil, salt, pepper","Thinly slice potatoes and onions, fry in olive oil until soft. Mix with beaten eggs, then cook slowly until set."
Armenian,Armenian Specialty,"Armenian spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Armenian spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Irish,Irish Specialty,"Irish spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Irish spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
Cuban,Cuban Specialty,"Cuban spice blend, fresh seasonal vegetables, choice protein, herbs, olive oil",Marinate the choice protein in Cuban spice blend and herbs. Sauté with fresh seasonal vegetables and combine with herbs. Finish with a drizzle of olive oil and serve hot.
